County,Tract,whNum90,whPer90,blNum90,blPer90,aiNum90,aiPer90,asNum90,asPer90,otNum90,otPer90,hiNum90,hiPer90,0-4Num90,0-4Per90,5-17Num90,5-17Per90,0-17Num90,0-17Per90,18-34Num90,18-34Per90,35-59Num90,35-59Per90,60+Num90,60+Per90,60-64Num90,60-64Per90,65+Num90,65+Per90,acRatio90,whNum00,whPer00,blNum00,blPer00,aiNum00,aiPer00,asNum00,asPer00,otNum00,otPer00,hiNum00,hiPer00,0-4Num00,0-4Per00,5-17Num00,5-17Per00,0-17Num00,0-17Per00,18-34Num00,18-34Per00,35-59Num00,35-59Per00,60+Num00,60+Per00,60-64Num00,60-64Per00,65+Num00,65+Per00,acRatio00,whNum10,whPer10,blNum10,blPer10,aiNum10,aiPer10,asNum10,asPer10,otNum10,otPer10,hiNum10,hiPer10,0-4Num10,0-4Per10,5-17Num10,5-17Per10,0-17Num10,0-17Per10,18-34Num10,18-34Per10,35-59Num10,35-59Per10,60+Num10,60+Per10,60-64Num10,60-64Per10,65+Num10,65+Per10,acRatio10,"Population/square mile, 1990","Population/square mile, 2000","Population/square mile, 2010",area90,area00
Cuyahoga,1144,5,0.96,511,98.27,1,0.19,3,0.58,0,0,0,0,56,10.77,110,21.15,166,31.92,126,24.23,126,24.23,102,19.62,29,5.58,73,14.04,2.13,11,4.7,223,95.3,0,0,0,0,0,0,0,0,17,7.26,44,18.8,61,26.07,45,19.23,73,31.2,55,23.5,18,7.69,37,15.81,2.84,12,7.23,151,90.97,0,0,0,0,3,1.81,1,0.6,10,6.02,27,16.27,37,22.29,47,28.32,49,29.51,33,19.88,10,6.02,23,13.86,3.49,2266.28,1019.82,723.55,0.229450906,0.229450906
Cuyahoga,1145,34,3.85,841,95.24,3,0.34,1,0.11,4,0.45,1,0.11,95,10.76,220,24.92,315,35.67,252,28.54,200,22.65,116,13.14,33,3.74,83,9.4,1.8,15,2.28,642,97.72,0,0,0,0,0,0,1,0.15,64,9.74,164,24.96,228,34.7,148,22.53,194,29.53,87,13.24,14,2.13,73,11.11,1.88,11,2.64,391,93.76,0,0,1,0.24,14,3.36,1,0.24,40,9.59,96,23.02,136,32.61,94,22.54,128,30.7,59,14.15,16,3.84,43,10.31,2.07,6973.42,5188.6,3293.06,0.126767067,0.126623665
Cuyahoga,1146,1725,87.12,238,12.02,10,0.51,3,0.15,4,0.2,22,1.11,189,9.55,393,19.85,582,29.39,542,27.37,478,24.14,378,19.09,89,4.49,289,14.6,2.4,1009,49.05,1005,48.86,6,0.29,1,0.05,36,1.75,89,4.33,235,11.42,568,27.61,803,39.04,514,24.99,542,26.35,198,9.62,40,1.94,158,7.68,1.56,350,27.26,893,69.55,1,0.08,2,0.16,38,2.96,42,3.27,119,9.27,294,22.9,413,32.17,321,25,402,31.31,148,11.52,51,3.97,97,7.55,2.11,3814.71,3963.06,2473.78,0.524810536,0.519043387
Cuyahoga,1147,4,0.27,1454,98.98,4,0.27,3,0.2,4,0.27,5,0.34,234,15.93,456,31.04,690,46.97,403,27.43,238,16.2,138,9.4,37,2.52,101,6.88,1.13,12,1.09,1083,98.37,0,0,0,0,6,0.54,14,1.27,163,14.8,355,32.24,518,47.05,256,23.25,231,20.98,96,8.72,16,1.45,80,7.27,1.13,0,0,239,99.58,0,0,0,0,1,0.42,3,1.25,9,3.75,51,21.25,60,25,50,20.83,84,35,46,19.17,12,5,34,14.17,3,4990.13,3740.05,815.27,0.295383086,0.294381108
Cuyahoga,1148,22,2.28,937,97.3,0,0,2,0.21,2,0.21,5,0.52,97,10.07,219,22.74,316,32.81,248,25.75,255,26.48,144,14.96,43,4.47,101,10.49,2.05,46,7.2,591,92.49,1,0.16,1,0.16,0,0,8,1.25,57,8.92,145,22.69,202,31.61,121,18.94,204,31.92,112,17.53,24,3.76,88,13.77,2.16,11,3.86,273,95.79,0,0,0,0,1,0.35,1,0.35,7,2.46,42,14.74,49,17.19,52,18.25,118,41.4,66,23.16,18,6.32,48,16.84,4.82,2496.07,1656.27,738.71,0.387809637,0.385806488
Cuyahoga,1149,2985,90.18,213,6.44,20,0.6,3,0.09,89,2.69,178,5.38,318,9.61,594,17.95,912,27.55,923,27.89,818,24.71,657,19.85,136,4.11,521,15.74,2.63,1869,53.42,1494,42.7,9,0.26,16,0.46,111,3.17,209,5.97,309,8.83,942,26.92,1251,35.75,812,23.21,1001,28.61,435,12.43,106,3.03,329,9.4,1.8,695,31.61,1377,62.62,8,0.36,4,0.18,115,5.23,143,6.5,168,7.64,469,21.33,637,28.97,586,26.65,732,33.29,244,11.09,92,4.18,152,6.91,2.45,9185.49,9709.97,6102.38,0.379729334,0.360350945
Cuyahoga,1151,1838,98.71,3,0.16,12,0.64,4,0.21,5,0.27,22,1.18,175,9.4,267,14.34,442,23.74,604,32.44,497,26.69,319,17.13,62,3.33,257,13.8,3.21,1535,80.2,336,17.55,9,0.47,13,0.68,21,1.1,47,2.46,163,8.52,410,21.42,573,29.94,498,26.02,579,30.25,264,13.79,76,3.97,188,9.82,2.34,562,42.22,678,50.94,1,0.08,8,0.6,82,6.16,65,4.88,106,7.96,273,20.51,379,28.47,321,24.12,461,34.64,170,12.78,54,4.06,116,8.72,2.51,14534.01,14939.9,10389.24,0.129626992,0.128113301
Cuyahoga,1152,1240,98.49,9,0.71,1,0.08,5,0.4,4,0.32,8,0.64,86,6.83,142,11.28,228,18.11,350,27.8,321,25.5,360,28.6,59,4.69,301,23.91,4.52,1065,84.59,182,14.46,1,0.08,0,0,11,0.87,24,1.91,94,7.47,224,17.79,318,25.26,319,25.34,407,32.33,215,17.08,43,3.42,172,13.66,2.96,422,44.42,486,51.16,12,1.26,2,0.21,28,2.95,32,3.37,70,7.37,184,19.37,254,26.74,225,23.68,326,34.32,145,15.26,46,4.84,99,10.42,2.74,9542.8,9542.8,7200.69,0.132770256,0.131931928
Cuyahoga,1153,1665,90,146,7.89,10,0.54,4,0.22,25,1.35,45,2.43,169,9.14,349,18.86,518,28,526,28.43,435,23.51,371,20.06,81,4.38,290,15.68,2.57,802,43.03,1014,54.4,7,0.38,1,0.05,40,2.15,82,4.4,216,11.59,463,24.84,679,36.43,462,24.79,506,27.15,217,11.65,40,2.15,177,9.5,1.75,251,26.79,633,67.56,5,0.53,0,0,48,5.12,46,4.91,104,11.1,228,24.33,332,35.43,243,25.93,280,29.88,82,8.75,29,3.09,53,5.66,1.82,4418.58,4452.01,2237.95,0.428870814,0.418686546
Cuyahoga,1154,2613,99.54,3,0.11,4,0.15,0,0,5,0.19,26,0.99,201,7.66,372,14.17,573,21.83,770,29.33,642,24.46,640,24.38,109,4.15,531,20.23,3.58,2238,83.69,374,13.99,4,0.15,9,0.34,49,1.83,77,2.88,218,8.15,487,18.21,705,26.36,623,23.3,946,35.38,400,14.96,66,2.47,334,12.49,2.79,959,42.15,1159,50.95,3,0.13,0,0,154,6.77,133,5.85,185,8.13,456,20.04,641,28.18,542,23.82,788,34.64,304,13.36,106,4.66,198,8.7,2.55,9659.42,9839.73,8371.5,0.27444712,0.271755447
Cuyahoga,1155,312,43.03,404,55.72,4,0.55,0,0,5,0.69,8,1.1,72,9.93,167,23.03,239,32.97,207,28.55,169,23.31,110,15.17,38,5.24,72,9.93,2.03,218,39.28,335,60.36,0,0,1,0.18,1,0.18,18,3.24,47,8.47,136,24.5,183,32.97,141,25.41,161,29.01,70,12.61,21,3.78,49,8.83,2.03,94,29.56,214,67.3,3,0.94,0,0,7,2.2,6,1.89,25,7.86,45,14.15,70,22.01,67,21.07,132,41.51,49,15.41,11,3.46,38,11.95,3.54,2206.06,1688.77,967.62,0.332266575,0.3286402
Cuyahoga,1157,1600,98.89,13,0.8,2,0.12,1,0.06,2,0.12,10,0.62,122,7.54,224,13.84,346,21.38,488,30.16,448,27.69,336,20.77,82,5.07,254,15.7,3.68,1433,88.73,166,10.28,4,0.25,1,0.06,11,0.68,44,2.72,159,9.85,274,16.97,433,26.81,427,26.44,512,31.7,243,15.05,62,3.84,181,11.21,2.73,655,46.32,673,47.59,5,0.35,0,0,81,5.73,71,5.02,127,8.98,263,18.58,389,27.55,320,22.66,490,34.69,214,15.1,80,5.64,134,9.46,2.63,4651.54,4642.92,4062.69,0.349991616,0.34784179
Cuyahoga,1158,4141,95.17,173,3.98,7,0.16,7,0.16,23,0.53,71,1.63,379,8.71,763,17.54,1142,26.25,1346,30.94,1060,24.36,803,18.46,170,3.91,633,14.55,2.81,3391,74.58,1077,23.69,4,0.09,11,0.24,64,1.41,194,4.27,364,8.01,1023,22.5,1387,30.5,1164,25.6,1422,31.27,574,12.62,151,3.32,423,9.3,2.28,1376,42.65,1654,51.27,7,0.22,5,0.15,184,5.7,155,4.8,268,8.31,675,20.92,943,29.23,777,24.09,1113,34.5,393,12.19,126,3.91,267,8.28,2.42,7491.84,7829.33,5554.74,0.590242183,0.580765206
Cuyahoga,1159,3820,98.76,6,0.16,10,0.26,4,0.1,28,0.72,65,1.68,303,7.83,687,17.76,990,25.59,1200,31.02,951,24.59,727,18.79,168,4.34,559,14.45,2.91,3191,80.28,741,18.64,10,0.25,12,0.3,21,0.53,107,2.69,338,8.5,760,19.12,1098,27.62,982,24.7,1325,33.33,570,14.34,136,3.42,434,10.92,2.62,1488,40.63,2036,55.59,4,0.11,15,0.41,119,3.25,114,3.1,276,7.53,750,20.47,1025,27.99,787,21.49,1348,36.81,502,13.72,195,5.34,307,8.38,2.57,7745.32,7959.58,7333.01,0.507790511,0.499398346
Cuyahoga,1161,7,0.49,1405,99.29,1,0.07,0,0,2,0.14,5,0.35,133,9.4,305,21.55,438,30.95,374,26.43,346,24.45,257,18.16,75,5.3,182,12.86,2.23,21,1.71,1197,97.24,3,0.24,6,0.49,4,0.32,2,0.16,114,9.26,336,27.29,450,36.56,271,22.01,347,28.19,163,13.24,40,3.25,123,9.99,1.74,4,0.42,939,98.43,0,0,0,0,11,1.15,5,0.52,94,9.85,193,20.23,287,30.08,213,22.33,258,27.04,196,20.54,46,4.82,150,15.72,2.32,12386.67,10775.97,8351.16,0.114639366,0.114235707
Cuyahoga,1162,8,0.51,1560,99.17,5,0.32,0,0,0,0,12,0.76,151,9.6,334,21.23,485,30.83,421,26.76,391,24.86,276,17.55,86,5.47,190,12.08,2.24,19,1.19,1571,98.74,1,0.06,0,0,0,0,10,0.63,122,7.67,408,25.64,530,33.31,316,19.86,480,30.17,265,16.65,64,4.02,201,12.63,2,9,0.79,1107,96.6,1,0.09,2,0.17,27,2.36,9,0.79,106,9.25,247,21.55,353,30.8,233,20.33,374,32.64,186,16.23,43,3.75,143,12.48,2.25,8505.81,8603.14,6196.86,0.186343217,0.184932417
Cuyahoga,1163,23,0.87,2599,98.82,1,0.04,1,0.04,6,0.23,12,0.46,194,7.38,496,18.86,690,26.24,692,26.31,735,27.95,513,19.5,185,7.03,328,12.47,2.81,40,1.63,2395,97.68,5,0.2,0,0,12,0.49,12,0.49,177,7.22,575,23.45,752,30.67,487,19.86,721,29.4,492,20.07,73,2.98,419,17.09,2.26,19,1.12,1641,96.81,2,0.12,1,0.06,32,1.89,10,0.59,114,6.73,290,17.11,404,23.83,340,20.06,588,34.69,363,21.41,75,4.42,288,16.99,3.2,12261.92,11432.03,7902.64,0.21546381,0.21448517
Cuyahoga,1164,77,1.76,4287,97.92,4,0.09,8,0.18,2,0.05,23,0.53,379,8.66,863,19.71,1242,28.37,1092,24.94,1106,25.26,938,21.43,186,4.25,752,17.18,2.52,62,1.52,3994,98.16,4,0.1,3,0.07,6,0.15,31,0.76,304,7.47,1007,24.75,1311,32.22,771,18.95,1238,30.43,749,18.41,152,3.74,597,14.67,2.1,15,0.5,2926,97.86,3,0.1,4,0.13,42,1.4,17,0.57,189,6.32,618,20.67,807,26.99,604,20.2,991,33.14,588,19.66,152,5.08,436,14.58,2.71,13726.13,12757.34,9374.4,0.32062934,0.318953704
Cuyahoga,1165,98,2.19,4339,97.09,16,0.36,3,0.07,13,0.29,8,0.18,413,9.24,851,19.04,1264,28.28,1047,23.43,1048,23.45,1110,24.84,248,5.55,862,19.29,2.54,79,2.02,3813,97.52,11,0.28,2,0.05,5,0.13,28,0.72,305,7.8,872,22.3,1177,30.1,782,20,1103,28.21,848,21.69,179,4.58,669,17.11,2.32,18,0.69,2524,97.34,3,0.12,1,0.04,47,1.81,10,0.39,153,5.9,523,20.17,676,26.07,560,21.6,829,31.97,528,20.36,125,4.82,403,15.54,2.84,14558.46,12737.43,8447.1,0.30751879,0.306969281
Cuyahoga,1166,22,0.49,4483,99.16,5,0.11,1,0.02,10,0.22,11,0.24,449,9.93,945,20.9,1394,30.83,1181,26.12,1164,25.75,782,17.29,285,6.3,497,10.99,2.24,38,0.9,4159,98.81,2,0.05,2,0.05,8,0.19,28,0.67,385,9.15,1007,23.92,1392,33.07,912,21.67,1194,28.37,711,16.89,135,3.21,576,13.68,2.02,20,0.76,2557,97.26,10,0.38,2,0.08,40,1.52,20,0.76,197,7.49,522,19.86,719,27.35,530,20.16,860,32.71,520,19.78,113,4.3,407,15.48,2.66,13180.39,12270.79,7664.51,0.34384415,0.343009577
Cuyahoga,1167,15,0.53,2771,98.75,3,0.11,13,0.46,4,0.14,9,0.32,221,7.88,556,19.81,777,27.69,804,28.65,770,27.44,455,16.22,173,6.17,282,10.05,2.61,17,0.71,2362,98.83,5,0.21,0,0,6,0.25,23,0.96,173,7.24,559,23.39,732,30.63,463,19.37,718,30.04,477,19.96,103,4.31,374,15.65,2.27,17,1,1670,97.78,1,0.06,0,0,20,1.17,11,0.64,106,6.21,272,15.93,378,22.13,351,20.55,591,34.6,388,22.72,83,4.86,305,17.86,3.52,6902.64,5879.3,4201.61,0.407814981,0.406511132
Cuyahoga,1168,31,0.67,4598,98.84,7,0.15,5,0.11,11,0.24,14,0.3,446,9.59,945,20.31,1391,29.9,1288,27.69,1191,25.6,782,16.81,277,5.95,505,10.86,2.34,57,1.42,3939,98.38,4,0.1,0,0,4,0.1,8,0.2,349,8.72,948,23.68,1297,32.39,850,21.23,1083,27.05,774,19.33,157,3.92,617,15.41,2.09,19,0.68,2729,97.19,16,0.57,2,0.07,42,1.5,21,0.75,193,6.87,537,19.12,730,26,633,22.54,890,31.7,555,19.76,141,5.02,414,14.74,2.85,14835.43,12768.93,8954.83,0.314517341,0.313573654
Cuyahoga,1169,52,1.57,3240,97.89,14,0.42,1,0.03,3,0.09,9,0.27,323,9.76,828,25.02,1151,34.77,963,29.09,884,26.71,312,9.42,118,3.56,194,5.86,1.88,60,2.24,2611,97.35,6,0.22,1,0.04,4,0.15,11,0.41,227,8.46,701,26.14,928,34.6,612,22.82,821,30.61,321,11.97,103,3.84,218,8.13,1.89,13,0.82,1558,97.8,1,0.06,0,0,21,1.32,15,0.94,93,5.84,299,18.77,392,24.61,346,21.72,520,32.64,335,21.03,105,6.59,230,14.44,3.06,12031.19,9748.53,5790.24,0.275866311,0.275118255
Cuyahoga,1171.01,1732,55.67,1336,42.94,5,0.16,9,0.29,29,0.93,39,1.25,268,8.61,562,18.06,830,26.68,945,30.38,873,28.06,463,14.88,118,3.79,345,11.09,2.75,775,23.14,2535,75.69,10,0.3,9,0.27,20,0.6,36,1.07,265,7.91,757,22.6,1022,30.52,780,23.29,1226,36.61,321,9.59,90,2.69,231,6.9,2.28,462,19.12,1899,78.6,5,0.21,6,0.25,44,1.82,27,1.12,177,7.33,439,18.17,616,25.5,518,21.44,977,40.44,305,12.62,111,4.59,194,8.03,2.92,8483.49,9132.5,6588.27,0.371309449,0.366712285
Cuyahoga,1171.02,194,9.46,1848,90.1,3,0.15,3,0.15,3,0.15,27,1.32,202,9.85,498,24.28,700,34.13,537,26.18,573,27.94,241,11.75,66,3.22,175,8.53,1.93,63,3.43,1763,96.08,3,0.16,3,0.16,3,0.16,20,1.09,173,9.43,467,25.45,640,34.88,437,23.81,564,30.74,194,10.57,49,2.67,145,7.9,1.87,23,1.9,1180,97.28,2,0.16,0,0,8,0.66,8,0.66,82,6.76,221,18.22,303,24.98,258,21.27,431,35.53,221,18.22,97,8,124,10.22,3,5267.66,4712.9,3115.4,0.39448256,0.389356944
Cuyahoga,1172.01,2707,72.13,1010,26.91,8,0.21,12,0.32,16,0.43,38,1.01,180,4.8,310,8.26,490,13.06,758,20.2,777,20.7,1728,46.04,217,5.78,1511,40.26,6.66,1267,33.94,2436,65.26,12,0.32,6,0.16,12,0.32,23,0.62,185,4.96,476,12.75,661,17.71,528,14.14,1126,30.16,1418,37.99,274,7.34,1144,30.65,4.65,643,19.18,2626,78.34,9,0.27,8,0.24,66,1.97,23,0.69,166,4.95,353,10.53,519,15.48,413,12.32,1135,33.86,1285,38.34,383,11.43,902,26.91,5.46,11950.59,11886.9,10673.69,0.317222832,0.314043072
Cuyahoga,1172.02,1923,88.4,231,10.64,8,0.37,11,0.51,2,0.09,28,1.29,202,9.3,238,10.93,440,20.23,760,34.94,488,22.45,487,22.38,101,4.65,386,17.73,3.94,658,28.44,1627,70.31,5,0.22,4,0.17,20,0.86,27,1.17,219,9.46,518,22.39,737,31.85,601,25.97,737,31.85,239,10.33,44,1.9,195,8.43,2.14,255,13.88,1537,83.67,8,0.44,2,0.11,35,1.91,29,1.58,198,10.78,351,19.11,549,29.89,426,23.19,662,36.04,200,10.89,79,4.3,121,6.59,2.35,3412.63,3630.26,2881.93,0.645543173,0.637338358
Cuyahoga,1173,352,8.98,3560,90.79,4,0.1,1,0.03,4,0.1,28,0.71,384,9.79,910,23.21,1294,33,1072,27.34,1044,26.63,511,13.04,161,4.11,350,8.93,2.03,243,6.79,3322,92.85,3,0.08,1,0.03,9,0.25,18,0.5,321,8.97,882,24.65,1203,33.62,785,21.94,1045,29.21,545,15.23,149,4.16,396,11.07,1.97,147,5.7,2358,91.4,5,0.19,1,0.04,69,2.67,37,1.43,156,6.05,521,20.19,677,26.24,646,25.04,769,29.81,488,18.92,141,5.47,347,13.45,2.81,7290.2,6652.47,4796.92,0.541686099,0.537845327
Cuyahoga,1174,1713,97.08,33,1.85,3,0.17,7,0.4,9,0.51,31,1.76,175,9.9,268,15.2,443,25.1,578,32.75,412,23.32,332,18.83,64,3.62,268,15.21,2.98,733,35.14,1335,64,6,0.29,5,0.24,7,0.34,23,1.1,220,10.55,503,24.11,723,34.66,530,25.41,608,29.15,225,10.78,47,2.25,178,8.53,1.89,271,17.53,1224,79.17,0,0,1,0.06,50,3.23,40,2.59,139,8.99,313,20.25,452,29.24,364,23.54,567,36.68,163,10.54,48,3.1,115,7.44,2.42,6006.49,7100.01,5262.04,0.299009904,0.29384882
Cuyahoga,1175,3012,95.77,125,3.97,1,0.03,6,0.19,1,0.03,39,1.24,298,9.48,392,12.46,690,21.94,1066,33.9,671,21.34,718,22.83,152,4.83,566,18,3.56,1136,31.97,2391,67.3,14,0.39,6,0.17,6,0.17,48,1.35,315,8.87,865,24.35,1180,33.21,915,25.75,1052,29.61,406,11.43,77,2.17,329,9.26,2.01,319,11.55,2378,86.13,1,0.04,7,0.25,56,2.03,43,1.56,204,7.39,595,21.55,799,28.94,701,25.39,936,33.9,325,11.77,102,3.69,223,8.08,2.46,6570.56,7422.96,5768.31,0.484585789,0.478650222
Cuyahoga,1176,2976,93.61,171,5.38,4,0.13,9,0.28,19,0.6,30,0.94,211,6.64,294,9.25,505,15.89,994,31.27,849,26.71,831,26.14,158,4.97,673,21.17,5.3,1853,55.23,1432,42.68,4,0.12,26,0.77,40,1.19,57,1.7,254,7.57,552,16.45,806,24.02,850,25.34,1162,34.63,537,16,84,2.5,453,13.5,3.16,949,31.18,1992,65.44,5,0.16,9,0.3,89,2.92,52,1.71,168,5.52,523,17.18,691,22.7,591,19.42,1276,41.92,486,15.96,162,5.32,324,10.64,3.41,4820.52,5087.4,4615.81,0.665695817,0.659472422
Cuyahoga,1177,5012,98.39,54,1.06,7,0.14,14,0.27,7,0.14,34,0.67,331,6.5,476,9.34,807,15.84,1350,26.5,1287,25.27,1650,32.39,233,4.57,1417,27.82,5.31,4343,82.85,837,15.97,13,0.25,34,0.65,15,0.29,55,1.05,371,7.08,677,12.91,1048,19.99,1229,23.45,1818,34.68,1147,21.88,170,3.24,977,18.64,4,2585,52.77,2153,43.95,15,0.31,12,0.24,134,2.74,64,1.31,266,5.43,748,15.27,1014,20.7,865,17.66,2126,43.4,894,18.25,226,4.61,668,13.64,3.83,7072.8,7278.29,6802.05,0.725031105,0.720223957
Cuyahoga,1178,2285,88.95,251,9.77,9,0.35,8,0.31,16,0.62,31,1.21,183,7.12,396,15.41,579,22.54,769,29.93,687,26.74,534,20.78,145,5.64,389,15.14,3.44,1141,45.77,1309,52.51,22,0.88,2,0.08,19,0.76,44,1.76,188,7.54,545,21.86,733,29.4,556,22.3,856,34.34,348,13.96,76,3.05,272,10.91,2.4,408,19.72,1602,77.43,7,0.34,5,0.24,47,2.27,36,1.74,162,7.83,456,22.04,618,29.87,435,21.02,752,36.35,264,12.76,86,4.16,178,8.6,2.35,3147.99,3054.86,2535.3,0.825923843,0.81607629
Cuyahoga,1179,493,11.8,3647,87.27,13,0.31,14,0.34,12,0.29,33,0.79,428,10.24,977,23.38,1405,33.62,1193,28.55,1215,29.07,366,8.76,83,1.99,283,6.77,1.97,207,5.96,3231,93.03,15,0.43,11,0.32,9,0.26,22,0.63,280,8.06,852,24.53,1132,32.59,772,22.23,1239,35.68,330,9.5,124,3.57,206,5.93,2.07,84,3.31,2405,94.65,11,0.43,2,0.08,39,1.53,16,0.63,187,7.36,485,19.09,672,26.45,594,23.38,868,34.16,407,16.01,132,5.19,275,10.82,2.78,9075.93,7542.65,5518.53,0.464084672,0.460448681
Cuyahoga,1181,9,0.38,2367,99.2,3,0.13,0,0,7,0.29,13,0.54,223,9.35,512,21.46,735,30.8,545,22.84,630,26.4,476,19.95,133,5.57,343,14.38,2.25,18,0.84,2124,98.74,1,0.05,2,0.09,6,0.28,5,0.23,166,7.72,597,27.75,763,35.47,401,18.64,623,28.96,364,16.93,84,3.91,280,13.02,1.82,22,1.42,1495,96.39,6,0.39,6,0.39,22,1.42,10,0.64,108,6.96,372,23.98,480,30.95,331,21.34,484,31.21,256,16.51,62,4,194,12.51,2.23,17827.82,16071.94,11588.83,0.134564966,0.133835769
Cuyahoga,1182,15,0.44,3361,99.32,5,0.15,0,0,3,0.09,11,0.33,279,8.24,678,20.04,957,28.28,790,23.35,835,24.67,802,23.7,188,5.56,614,18.14,2.54,17,0.56,3014,98.98,8,0.26,3,0.1,3,0.1,21,0.69,223,7.32,772,25.35,995,32.68,610,20.03,863,28.34,577,18.95,104,3.42,473,15.53,2.06,15,0.71,2044,97.29,5,0.24,5,0.24,32,1.52,16,0.76,139,6.62,472,22.47,611,29.08,444,21.13,706,33.6,340,16.19,89,4.24,251,11.95,2.44,13791.19,12409.62,8562.44,0.24617165,0.24537404
Cuyahoga,1183,23,0.69,3294,98.77,4,0.12,3,0.09,11,0.33,25,0.75,333,9.99,700,20.99,1033,30.97,816,24.47,813,24.38,673,20.18,164,4.92,509,15.26,2.23,61,2.08,2859,97.68,3,0.1,4,0.14,0,0,20,0.68,234,7.99,696,23.78,930,31.77,598,20.43,880,30.06,519,17.73,100,3.42,419,14.31,2.15,53,2.79,1798,94.68,0,0,7,0.37,41,2.16,29,1.53,89,4.69,355,18.69,444,23.38,409,21.54,683,35.97,363,19.12,94,4.95,269,14.17,3.28,13361.13,11726.55,7608.03,0.251475736,0.249604637
Cuyahoga,1184,24,0.88,2691,98.86,3,0.11,3,0.11,1,0.04,8,0.29,220,8.08,491,18.04,711,26.12,674,24.76,721,26.49,616,22.63,177,6.5,439,16.13,2.83,38,1.42,2614,97.98,8,0.3,1,0.04,7,0.26,25,0.94,191,7.16,603,22.6,794,29.76,540,20.24,795,29.8,539,20.2,107,4.01,432,16.19,2.36,8,0.45,1745,98.48,4,0.23,0,0,15,0.85,5,0.28,97,5.47,350,19.75,447,25.23,334,18.85,582,32.84,409,23.08,101,5.7,308,17.38,2.96,14650.25,14359.61,9537.19,0.186344943,0.185798877
Cuyahoga,1185,20,1.14,1732,98.75,1,0.06,1,0.06,0,0,1,0.06,183,10.43,399,22.75,582,33.18,459,26.17,435,24.8,278,15.85,85,4.85,193,11,2.01,13,0.76,1691,98.54,6,0.35,6,0.35,0,0,7,0.41,140,8.16,441,25.7,581,33.86,380,22.14,486,28.32,269,15.67,63,3.67,206,12,1.95,3,0.3,980,98.59,2,0.2,1,0.1,8,0.8,9,0.91,75,7.55,204,20.52,279,28.07,223,22.43,291,29.28,201,20.22,49,4.93,152,15.29,2.56,13425.77,13134.91,7608.45,0.13071876,0.130644276
Cuyahoga,1186.01,2,0.22,905,99.02,5,0.55,1,0.11,1,0.11,1,0.11,82,8.97,140,15.32,222,24.29,191,20.9,248,27.13,253,27.68,50,5.47,203,22.21,3.12,11,1.22,886,97.9,7,0.77,0,0,1,0.11,12,1.33,79,8.73,177,19.56,256,28.29,153,16.91,257,28.4,239,26.4,49,5.41,190,20.99,2.54,16,2.73,537,91.48,0,0,7,1.19,27,4.6,11,1.87,99,16.87,80,13.63,179,30.49,166,28.28,156,26.58,86,14.65,23,3.92,63,10.73,2.28,8497.86,8414.18,5457.6,0.107674167,0.107556491
Cuyahoga,1186.02,24,0.84,2810,98.18,11,0.38,6,0.21,11,0.38,22,0.77,257,8.98,536,18.73,793,27.71,596,20.82,791,27.64,682,23.83,202,7.06,480,16.77,2.61,31,1.22,2484,98.14,2,0.08,4,0.16,10,0.4,27,1.07,219,8.65,560,22.13,779,30.78,471,18.61,756,29.87,525,20.75,132,5.22,393,15.53,2.25,30,1.45,1997,96.43,9,0.43,3,0.14,32,1.55,33,1.59,169,8.16,326,15.74,495,23.9,426,20.57,703,33.94,447,21.58,126,6.08,321,15.5,3.18,16946.53,14986.6,12262.84,0.170182332,0.168884131
Cuyahoga,1187,1497,51.66,1132,39.06,26,0.9,234,8.07,9,0.31,48,1.66,48,1.66,117,4.04,165,5.69,1705,58.83,350,12.08,678,23.4,110,3.8,568,19.6,16.56,830,39.88,1135,54.54,3,0.14,101,4.85,12,0.58,40,1.92,52,2.5,137,6.58,189,9.08,683,32.82,509,24.46,700,33.64,105,5.05,595,28.59,10.01,2135,58.03,772,20.99,3,0.08,632,17.18,137,3.72,102,2.77,49,1.33,116,3.15,165,4.48,2866,77.9,270,7.34,378,10.27,55,1.49,323,8.78,21.3,5640.47,4050.31,7160.7,0.522296901,0.513786972
Cuyahoga,1188,1754,74.64,365,15.53,11,0.47,215,9.15,5,0.21,27,1.15,81,3.45,181,7.7,262,11.15,1048,44.6,501,21.32,539,22.94,96,4.09,443,18.85,7.97,1739,67.22,420,16.24,4,0.15,401,15.5,23,0.89,50,1.93,113,4.37,133,5.14,246,9.51,1353,52.3,537,20.76,451,17.43,64,2.47,387,14.96,9.52,1374,56.82,330,13.65,4,0.17,657,27.17,53,2.19,51,2.11,61,2.52,73,3.02,134,5.54,1438,59.47,414,17.12,432,17.87,89,3.68,343,14.19,17.04,6450.27,7100.78,6636.91,0.368511706,0.364325834
Cuyahoga,1189,110,3.7,2847,95.73,4,0.13,2,0.07,11,0.37,23,0.77,286,9.62,681,22.9,967,32.52,798,26.83,799,26.87,410,13.79,123,4.14,287,9.65,2.08,106,6.2,1591,93.1,6,0.35,0,0,6,0.35,16,0.94,176,10.3,337,19.72,513,30.02,392,22.94,592,34.64,212,12.4,58,3.39,154,9.01,2.33,105,7.58,1198,86.5,3,0.22,51,3.68,28,2.02,32,2.31,102,7.37,248,17.91,350,25.27,384,27.73,475,34.29,176,12.71,69,4.98,107,7.73,2.96,8833.34,5076.05,4113.49,0.339282763,0.336678991
