County,Tract,whNum90,whPer90,blNum90,blPer90,aiNum90,aiPer90,asNum90,asPer90,otNum90,otPer90,hiNum90,hiPer90,0-4Num90,0-4Per90,5-17Num90,5-17Per90,0-17Num90,0-17Per90,18-34Num90,18-34Per90,35-59Num90,35-59Per90,60+Num90,60+Per90,60-64Num90,60-64Per90,65+Num90,65+Per90,acRatio90,whNum00,whPer00,blNum00,blPer00,aiNum00,aiPer00,asNum00,asPer00,otNum00,otPer00,hiNum00,hiPer00,0-4Num00,0-4Per00,5-17Num00,5-17Per00,0-17Num00,0-17Per00,18-34Num00,18-34Per00,35-59Num00,35-59Per00,60+Num00,60+Per00,60-64Num00,60-64Per00,65+Num00,65+Per00,acRatio00,whNum10,whPer10,blNum10,blPer10,aiNum10,aiPer10,asNum10,asPer10,otNum10,otPer10,hiNum10,hiPer10,0-4Num10,0-4Per10,5-17Num10,5-17Per10,0-17Num10,0-17Per10,18-34Num10,18-34Per10,35-59Num10,35-59Per10,60+Num10,60+Per10,60-64Num10,60-64Per10,65+Num10,65+Per10,acRatio10,"Population/square mile, 1990","Population/square mile, 2000","Population/square mile, 2010",area90,area00
Cuyahoga,1371.01,2326,95.72,42,1.73,5,0.21,33,1.36,24,0.99,63,2.59,98,4.03,222,9.14,320,13.17,679,27.94,631,25.97,800,32.92,165,6.79,635,26.13,6.59,2262,92.1,76,3.09,7,0.29,64,2.61,47,1.91,100,4.07,119,4.85,327,13.31,446,18.16,521,21.21,826,33.63,663,27,119,4.85,544,22.15,4.51,1902,76.54,269,10.82,4,0.16,109,4.39,201,8.09,344,13.84,101,4.06,361,14.53,462,18.59,589,23.7,869,34.97,565,22.73,140,5.63,425,17.1,4.38,1198.9,1211.73,1226.03,2.079406122,2.026857953
Cuyahoga,1371.02,4765,97.44,60,1.23,4,0.08,40,0.82,21,0.43,68,1.39,263,5.38,683,13.97,946,19.35,1291,26.4,1362,27.85,1291,26.4,271,5.54,1020,20.86,4.17,4435,94.6,90,1.92,4,0.09,71,1.51,88,1.88,188,4.01,244,5.2,709,15.12,953,20.33,983,20.97,1598,34.09,1154,24.61,213,4.54,941,20.07,3.92,3837,86.13,198,4.44,9,0.2,104,2.33,307,6.89,438,9.83,222,4.98,692,15.53,914,20.52,912,20.47,1626,36.5,1003,22.52,253,5.68,750,16.84,3.87,4706.01,4511.61,4287.38,1.053546423,1.039096814
Cuyahoga,1371.03,4293,97.88,5,0.11,0,0,49,1.12,39,0.89,98,2.23,158,3.6,634,14.46,792,18.06,890,20.29,1383,31.53,1321,30.12,353,8.05,968,22.07,4.54,4216,94.91,39,0.88,2,0.05,131,2.95,54,1.22,161,3.62,211,4.75,583,13.12,794,17.87,944,21.25,1390,31.29,1314,29.58,258,5.81,1056,23.77,4.59,3676,86.92,110,2.6,5,0.12,228,5.39,210,4.97,383,9.06,160,3.78,593,14.02,753,17.81,799,18.89,1423,33.65,1254,29.65,285,6.74,969,22.91,4.62,3600.94,3646.91,3472.04,1.245230412,1.218015296
Cuyahoga,1381.05,1954,90.99,143,6.66,5,0.23,18,0.84,27,1.28,49,2.28,169,7.86,448,20.87,617,28.73,682,31.74,695,32.34,154,7.19,54,2.52,100,4.67,2.48,1667,86.6,199,10.34,6,0.31,26,1.35,27,1.4,66,3.43,119,6.18,330,17.14,449,23.32,493,25.61,761,39.53,222,11.54,75,3.9,147,7.64,3.29,1025,76.95,174,13.06,2,0.15,29,2.18,102,7.66,77,5.78,84,6.31,237,17.79,321,24.1,301,22.6,485,36.41,225,16.89,63,4.73,162,12.16,3.15,1272.17,1140.23,788.98,1.726184394,1.688453587
Cuyahoga,1381.06,3630,95.65,102,2.69,13,0.34,28,0.74,22,0.58,73,1.92,249,6.56,779,20.53,1028,27.09,1038,27.35,1266,33.36,463,12.2,185,4.87,278,7.33,2.69,3425,95.75,81,2.26,11,0.31,26,0.73,34,0.95,73,2.04,182,5.09,778,21.75,960,26.84,775,21.67,1270,35.5,572,15.99,158,4.42,414,11.57,2.73,3091,91.91,121,3.6,7,0.21,17,0.51,127,3.78,118,3.51,211,6.27,596,17.72,807,24,709,21.08,1229,36.54,618,18.38,164,4.88,454,13.5,3.17,1839.15,1733.5,1629.79,2.103145475,2.063453226
Cuyahoga,1381.07,2457,97.58,16,0.64,0,0,33,1.31,12,0.48,49,1.95,147,5.84,436,17.32,583,23.15,669,26.57,781,31.02,485,19.26,213,8.46,272,10.8,3.32,2162,97.56,17,0.77,3,0.14,29,1.31,5,0.23,38,1.71,132,5.96,379,17.1,511,23.06,390,17.6,774,34.93,541,24.42,89,4.02,452,20.4,3.34,1947,94.01,65,3.14,2,0.1,14,0.68,43,2.08,63,3.04,95,4.59,368,17.77,463,22.36,367,17.72,747,36.07,494,23.85,110,5.31,384,18.54,3.47,2848.41,2506.91,2342.88,0.901204532,0.884001952
Cuyahoga,1381.08,4833,98.47,11,0.22,4,0.08,36,0.73,24,0.49,87,1.77,244,4.97,926,18.87,1170,23.84,1252,25.51,1779,36.25,707,14.4,298,6.07,409,8.33,3.19,4246,96.96,46,1.05,16,0.37,43,0.98,28,0.64,92,2.1,181,4.13,759,17.33,940,21.47,810,18.5,1565,35.74,1064,24.3,314,7.17,750,17.13,3.66,3781,94.67,63,1.58,6,0.15,69,1.73,75,1.88,114,2.85,135,3.38,623,15.6,758,18.98,669,16.75,1442,36.1,1125,28.16,245,6.13,880,22.03,4.27,8170.27,7289.65,6648.75,0.611362905,0.600714542
Cuyahoga,1381.09,4480,98.18,32,0.7,2,0.04,22,0.48,27,0.59,57,1.25,264,5.79,716,15.69,980,21.48,1211,26.54,1491,32.68,881,19.31,349,7.65,532,11.66,3.66,4393,96.04,60,1.31,5,0.11,75,1.64,41,0.9,77,1.68,224,4.9,740,16.18,964,21.08,779,17.03,1509,32.99,1322,28.9,258,5.64,1064,23.26,3.74,3915,92.86,133,3.15,7,0.17,63,1.49,98,2.32,150,3.56,167,3.96,654,15.51,821,19.47,685,16.25,1509,35.79,1201,28.48,221,5.24,980,23.24,4.14,3067.45,3074.84,2834.18,1.506137019,1.487554809
Cuyahoga,1381.1,4790,98.44,15,0.31,2,0.04,44,0.9,15,0.31,50,1.03,242,4.98,793,16.3,1035,21.27,1233,25.34,1692,34.76,906,18.62,274,5.63,632,12.99,3.7,4401,96.79,23,0.51,11,0.24,83,1.83,29,0.64,77,1.69,222,4.88,783,17.22,1005,22.1,803,17.66,1639,36.05,1100,24.2,304,6.69,796,17.51,3.52,3952,93.3,68,1.61,7,0.17,111,2.62,98,2.31,140,3.31,175,4.13,693,16.36,868,20.49,707,16.69,1464,34.56,1197,28.26,250,5.9,947,22.36,3.88,5982.59,5590.26,5207.91,0.821717684,0.8133601
Cuyahoga,1401,711,38.92,1093,59.82,0,0,14,0.77,9,0.49,11,0.6,111,6.08,354,19.38,465,25.45,400,21.89,610,33.39,352,19.26,100,5.47,252,13.79,2.93,382,21.53,1365,76.94,1,0.06,12,0.68,14,0.79,35,1.97,120,6.76,335,18.88,455,25.65,318,17.93,696,39.23,305,17.19,74,4.17,231,13.02,2.9,208,13.58,1261,82.53,7,0.45,8,0.52,45,2.92,18,1.17,84,5.52,301,19.67,385,25.19,254,16.64,531,34.75,358,23.42,120,7.84,238,15.58,2.97,5559.46,5398.19,4651.04,0.330607649,0.32862904
Cuyahoga,1402.01,227,27.82,574,70.34,5,0.61,5,0.61,5,0.61,8,0.98,32,3.92,107,13.11,139,17.03,121,14.83,307,37.62,249,30.51,67,8.21,182,22.3,4.87,154,19.77,622,79.85,1,0.13,1,0.13,1,0.13,5,0.64,28,3.59,106,13.61,134,17.2,88,11.3,308,39.54,249,31.96,53,6.8,196,25.16,4.81,117,17.28,535,79.03,2,0.3,17,2.51,6,0.89,12,1.77,29,4.28,60,8.86,89,13.15,84,12.41,238,35.16,266,39.29,57,8.42,209,30.87,6.61,4183.77,3994.06,3471.09,0.196951553,0.195039402
Cuyahoga,1402.02,732,61.62,430,36.2,0,0,22,1.85,4,0.34,9,0.76,41,3.45,145,12.21,186,15.66,167,14.06,394,33.16,441,37.12,67,5.64,374,31.48,5.39,477,47.37,510,50.65,0,0,16,1.59,4,0.4,17,1.69,40,3.97,138,13.7,178,17.68,137,13.6,388,38.53,304,30.19,71,7.05,233,23.14,4.66,444,44.22,495,49.3,2,0.2,31,3.09,32,3.19,15,1.49,31,3.09,117,11.65,148,14.74,121,12.05,297,29.58,438,43.62,96,9.56,342,34.06,5.78,2775.77,2352.86,2345.85,0.431231694,0.427989351
Cuyahoga,1403.01,288,9.58,2697,89.69,7,0.23,4,0.13,11,0.37,32,1.06,175,5.82,735,24.44,910,30.26,680,22.61,1082,35.98,335,11.14,96,3.19,239,7.95,2.3,129,4.67,2618,94.68,7,0.25,4,0.14,7,0.25,29,1.05,184,6.65,612,22.13,796,28.79,587,21.23,1028,37.18,354,12.8,114,4.12,240,8.68,2.47,99,4.34,2121,93.07,3,0.13,12,0.53,44,1.93,25,1.1,143,6.27,454,19.92,597,26.2,447,19.61,763,33.48,472,20.71,174,7.63,298,13.08,2.82,10974.71,10091.48,8317.71,0.276909367,0.273993572
Cuyahoga,1403.02,1309,47.43,1403,50.83,10,0.36,27,0.98,11,0.4,25,0.91,208,7.54,520,18.84,728,26.38,602,21.81,928,33.62,502,18.19,100,3.62,402,14.57,2.79,905,35.43,1592,62.33,3,0.12,44,1.72,10,0.39,39,1.53,160,6.26,471,18.44,631,24.71,460,18.01,990,38.76,473,18.52,103,4.03,370,14.49,3.05,771,32.71,1480,62.79,2,0.08,36,1.53,68,2.89,45,1.91,138,5.85,410,17.39,548,23.25,426,18.07,813,34.49,570,24.18,153,6.49,417,17.69,3.3,7397.7,6845.55,6317.53,0.376468362,0.373088933
Cuyahoga,1404,2223,63.15,1233,35.03,2,0.06,48,1.36,14,0.4,54,1.53,210,5.97,665,18.89,875,24.86,865,24.57,1167,33.15,613,17.42,141,4.01,472,13.41,3.02,1595,47.88,1657,49.74,4,0.12,59,1.77,16,0.48,36,1.08,189,5.67,599,17.98,788,23.66,792,23.78,1264,37.95,487,14.62,129,3.87,358,10.75,3.23,1161,38.48,1676,55.55,8,0.27,55,1.82,117,3.88,45,1.49,217,7.19,486,16.11,703,23.3,631,20.91,1095,36.29,588,19.49,196,6.5,392,12.99,3.29,8009.96,7579.88,6865.36,0.446194488,0.439452881
Cuyahoga,1405,2820,73.09,968,25.09,2,0.05,55,1.43,13,0.34,41,1.06,302,7.83,696,18.04,998,25.87,1017,26.36,1220,31.62,623,16.15,121,3.14,502,13.01,2.87,1994,53.4,1621,43.41,3,0.08,84,2.25,32,0.86,59,1.58,327,8.76,657,17.6,984,26.35,879,23.54,1431,38.32,440,11.78,118,3.16,322,8.62,2.79,1147,34.66,1929,58.3,1,0.03,106,3.2,126,3.81,64,1.93,221,6.68,648,19.58,869,26.26,691,20.88,1194,36.08,555,16.78,212,6.41,343,10.37,2.81,7722.76,7474.55,6623.8,0.504871315,0.499562333
Cuyahoga,1406,698,46.32,762,50.56,5,0.33,38,2.52,4,0.27,20,1.33,104,6.9,328,21.77,432,28.67,411,27.27,471,31.25,193,12.81,49,3.25,144,9.56,2.49,645,44.15,776,53.11,2,0.14,24,1.64,14,0.96,17,1.16,100,6.84,315,21.56,415,28.41,405,27.72,471,32.24,170,11.64,39,2.67,131,8.97,2.52,420,33.68,736,59.02,1,0.08,37,2.97,53,4.25,33,2.65,93,7.46,328,26.3,421,33.76,272,21.81,349,27.99,205,16.44,80,6.42,125,10.02,1.96,6743.51,6537.67,5580.07,0.22643994,0.223474125
Cuyahoga,1407.01,1290,39.83,1878,57.98,4,0.12,45,1.39,22,0.68,30,0.93,237,7.32,758,23.4,995,30.72,862,26.61,1013,31.28,369,11.39,125,3.86,244,7.53,2.26,1084,33.83,2053,64.08,9,0.28,44,1.37,14,0.44,62,1.94,237,7.4,786,24.53,1023,31.93,746,23.28,1094,34.14,341,10.65,96,3,245,7.65,2.13,791,30.08,1687,64.14,9,0.34,28,1.06,115,4.37,47,1.79,221,8.4,545,20.72,766,29.13,597,22.7,800,30.42,467,17.75,185,7.03,282,10.72,2.43,7838.85,7754.14,6364.98,0.417025457,0.413198365
Cuyahoga,1407.02,719,33.69,1389,65.09,2,0.09,17,0.8,7,0.33,35,1.64,144,6.75,438,20.52,582,27.27,658,30.83,669,31.35,225,10.54,64,3,161,7.54,2.67,569,28.36,1360,67.8,11,0.55,49,2.44,17,0.85,40,1.99,118,5.88,424,21.14,542,27.02,477,23.78,739,36.84,248,12.36,63,3.14,185,9.22,2.7,506,28.17,1127,62.75,3,0.17,27,1.5,133,7.41,56,3.12,105,5.85,369,20.55,474,26.39,461,25.67,558,31.07,303,16.87,119,6.63,184,10.24,2.79,8164.88,7675.14,6871.66,0.265649954,0.261363302
Cuyahoga,1408,2460,71.02,973,28.09,8,0.23,19,0.55,4,0.12,28,0.81,265,7.65,703,20.29,968,27.94,572,16.51,878,25.35,1046,30.2,172,4.97,874,25.23,2.58,2442,65.15,1114,29.72,1,0.03,160,4.27,31,0.83,25,0.67,246,6.56,767,20.46,1013,27.03,684,18.25,1021,27.24,1030,27.48,165,4.4,865,23.08,2.7,2209,61.57,1096,30.54,6,0.17,197,5.49,80,2.23,45,1.25,272,7.58,674,18.77,946,26.36,741,20.66,920,25.63,981,27.35,217,6.05,764,21.3,2.79,4748.69,5138.02,4918.87,0.735360699,0.729464336
Cuyahoga,1409,1018,40.82,1430,57.34,15,0.6,13,0.52,18,0.72,26,1.04,188,7.54,615,24.66,803,32.2,478,19.17,844,33.84,369,14.8,109,4.37,260,10.43,2.11,769,33.57,1478,64.51,11,0.48,14,0.61,19,0.83,35,1.53,121,5.28,531,23.18,652,28.46,435,18.99,880,38.41,324,14.14,93,4.06,231,10.08,2.51,608,31.5,1251,64.79,0,0,16,0.84,56,2.88,30,1.56,114,5.88,349,18.07,463,23.95,424,21.94,625,32.36,420,21.76,145,7.52,275,14.24,3.18,9602.73,8821.11,7436.48,0.262425373,0.259717809
Cuyahoga,1410,375,24.64,1126,73.98,0,0,19,1.25,2,0.13,11,0.72,144,9.46,339,22.27,483,31.73,559,36.73,401,26.35,79,5.2,22,1.45,57,3.75,2.15,553,37.42,876,59.27,2,0.14,26,1.76,21,1.42,47,3.18,102,6.9,296,20.03,398,26.93,644,43.57,365,24.7,71,4.8,17,1.15,54,3.65,2.71,279,21.82,945,73.83,1,0.08,25,1.95,30,2.33,25,1.94,110,8.56,286,22.37,396,30.93,493,38.53,300,23.4,92,7.14,31,2.4,61,4.74,2.23,4885.04,4743.81,4109.2,0.31381524,0.311563467
Cuyahoga,1411,3874,78.76,742,15.08,9,0.18,267,5.43,27,0.55,60,1.22,208,4.23,438,8.9,646,13.13,2325,47.27,1170,23.79,778,15.81,129,2.62,649,13.19,6.61,3419,83.57,380,9.29,8,0.2,252,6.16,32,0.78,94,2.3,117,2.86,250,6.11,367,8.97,2227,54.44,989,24.18,508,12.42,86,2.1,422,10.32,10.15,3220,73.08,419,9.51,10,0.23,595,13.5,162,3.68,132,3,144,3.27,215,4.88,359,8.15,2500,56.74,869,19.72,678,15.39,218,4.95,460,10.44,11.27,11606.41,9652.74,10395.99,0.428987086,0.423817528
Cuyahoga,1412,3083,83.53,366,9.92,6,0.16,227,6.15,9,0.24,55,1.49,204,5.53,504,13.65,708,19.18,1330,36.03,1119,30.32,534,14.47,139,3.77,395,10.7,4.21,2817,81.28,368,10.62,6,0.17,237,6.84,38,1.1,74,2.14,153,4.41,435,12.55,588,16.96,1257,36.27,1161,33.5,460,13.28,117,3.38,343,9.9,4.89,2374,75.15,418,13.23,2,0.06,269,8.52,96,3.04,51,1.61,142,4.5,353,11.17,495,15.67,1147,36.31,950,30.07,567,17.95,187,5.92,380,12.03,5.38,7106.54,6673.33,6082.24,0.527120089,0.519380739
Cuyahoga,1413,2604,87.09,227,7.59,2,0.07,141,4.72,16,0.54,33,1.1,154,5.15,347,11.61,501,16.76,1256,42.01,767,25.65,466,15.58,103,3.44,363,12.14,4.97,1978,87.91,180,8,2,0.09,77,3.42,13,0.58,38,1.69,120,5.33,319,14.18,439,19.51,614,27.29,802,35.64,395,17.56,92,4.09,303,13.47,4.13,2147,80.68,195,7.33,7,0.26,222,8.34,90,3.38,72,2.71,119,4.47,301,11.31,420,15.78,1168,43.89,673,25.29,400,15.04,130,4.89,270,10.15,5.34,5048.68,3799.17,4493.16,0.598770372,0.59223401
Cuyahoga,1414,2598,87.98,287,9.72,1,0.03,58,1.96,9,0.3,21,0.71,211,7.15,534,18.08,745,25.23,587,19.88,1055,35.73,566,19.17,126,4.27,440,14.9,2.96,2374,85.33,341,12.26,7,0.25,47,1.69,13,0.47,26,0.93,208,7.48,513,18.44,721,25.92,423,15.2,1097,39.43,541,19.45,121,4.35,420,15.1,2.86,2214,81.1,354,12.97,3,0.11,61,2.23,98,3.59,52,1.9,203,7.44,522,19.12,725,26.56,344,12.6,1038,38.02,623,22.82,190,6.96,433,15.86,2.77,5026.6,4735.53,4647.01,0.591652409,0.587474635
Cuyahoga,1415,1484,75.29,442,22.43,4,0.2,29,1.47,12,0.61,20,1.01,138,7,328,16.64,466,23.64,561,28.46,659,33.43,285,14.46,89,4.52,196,9.94,3.23,1422,76.37,399,21.43,6,0.32,29,1.56,6,0.32,49,2.63,131,7.04,308,16.54,439,23.58,528,28.36,653,35.07,242,12.99,47,2.52,195,10.47,3.24,1275,75,328,19.29,2,0.12,39,2.29,56,3.29,29,1.71,86,5.06,265,15.59,351,20.65,451,26.53,600,35.29,298,17.53,108,6.35,190,11.18,3.84,5135.21,4851.22,4429.15,0.3877154,0.38382072
Cuyahoga,1416.01,1720,82.02,329,15.69,3,0.14,30,1.43,15,0.72,18,0.86,195,9.3,351,16.74,546,26.04,542,25.85,708,33.76,301,14.36,70,3.34,231,11.02,2.84,1532,82.1,284,15.22,1,0.05,33,1.77,16,0.86,24,1.29,149,7.98,315,16.88,464,24.87,442,23.69,723,38.75,237,12.7,64,3.43,173,9.27,3.02,1331,77.47,282,16.41,1,0.06,55,3.2,49,2.85,40,2.33,139,8.09,269,15.66,408,23.75,339,19.73,673,39.17,298,17.35,102,5.94,196,11.41,3.21,5812.34,5172.07,4761.85,0.363880984,0.360784125
Cuyahoga,1416.02,711,34.31,1308,63.13,10,0.48,32,1.54,11,0.53,30,1.45,145,7,482,23.26,627,30.26,508,24.52,694,33.49,243,11.73,59,2.85,184,8.88,2.3,608,33.06,1155,62.81,2,0.11,59,3.21,15,0.82,24,1.31,110,5.98,360,19.58,470,25.56,443,24.09,685,37.25,241,13.11,70,3.81,171,9.3,2.91,529,33.61,927,58.89,4,0.25,48,3.05,66,4.19,31,1.97,97,6.16,277,17.6,374,23.76,364,23.13,531,33.74,305,19.38,102,6.48,203,12.9,3.21,10118.84,8980.96,7686.8,0.207731321,0.204766554
Cuyahoga,1417,1590,78.6,397,19.62,1,0.05,28,1.38,7,0.35,15,0.74,174,8.6,363,17.94,537,26.54,431,21.3,692,34.21,363,17.94,81,4,282,13.94,2.77,1252,74.97,379,22.69,0,0,34,2.04,5,0.3,16,0.96,124,7.43,304,18.2,428,25.63,333,19.94,682,40.84,227,13.59,61,3.65,166,9.94,2.9,1136,74.64,317,20.83,0,0,22,1.45,47,3.09,36,2.37,102,6.7,240,15.77,342,22.47,295,19.38,594,39.03,291,19.12,106,6.96,185,12.16,3.45,6721.04,5548.26,5056.56,0.303226882,0.300995084
Cuyahoga,1501,63,1.29,4807,98.46,8,0.16,2,0.04,2,0.04,15,0.31,411,8.42,1035,21.2,1446,29.62,1306,26.75,1576,32.28,554,11.34,217,4.44,337,6.9,2.38,53,1.3,4007,98.33,9,0.22,1,0.02,5,0.12,15,0.37,329,8.07,1010,24.79,1339,32.86,901,22.11,1235,30.31,600,14.73,191,4.69,409,10.04,2.04,27,1.07,2451,97.18,1,0.04,0,0,43,1.7,19,0.75,182,7.22,500,19.83,682,27.04,525,20.82,768,30.45,547,21.69,145,5.75,402,15.94,2.7,14357.26,11983.99,7416.84,0.341081794,0.340037027
Cuyahoga,1503,25,0.82,3018,98.72,2,0.07,6,0.2,6,0.2,13,0.43,285,9.32,656,21.46,941,30.78,872,28.52,861,28.16,383,12.53,136,4.45,247,8.08,2.25,25,1.03,2392,98.68,1,0.04,1,0.04,5,0.21,6,0.25,183,7.55,594,24.5,777,32.05,534,22.03,707,29.17,406,16.74,123,5.07,283,11.67,2.12,18,1.09,1603,97.39,4,0.24,1,0.06,20,1.22,13,0.79,99,6.01,331,20.11,430,26.12,296,17.98,566,34.39,354,21.51,79,4.8,275,16.71,2.83,14115.65,11192.78,7600.38,0.217489099,0.216568135
Cuyahoga,1504,37,1.01,3602,98.77,3,0.08,3,0.08,2,0.05,10,0.27,357,9.79,884,24.24,1241,34.03,987,27.06,1087,29.81,332,9.1,140,3.84,192,5.26,1.94,46,1.61,2805,97.91,4,0.14,5,0.17,5,0.17,20,0.7,248,8.66,759,26.49,1007,35.15,645,22.51,809,28.24,404,14.1,120,4.19,284,9.91,1.85,15,0.92,1594,97.25,1,0.06,0,0,29,1.77,16,0.98,137,8.36,287,17.51,424,25.87,382,23.31,474,28.92,359,21.91,76,4.64,283,17.27,2.87,22004.07,17285.89,9888.86,0.166196526,0.165742065
Cuyahoga,1511,112,4.79,2206,94.39,5,0.21,8,0.34,6,0.26,25,1.07,178,7.62,479,20.5,657,28.11,633,27.09,726,31.07,321,13.74,99,4.24,222,9.5,2.56,63,3.21,1884,96.02,3,0.15,8,0.41,4,0.2,33,1.68,162,8.26,388,19.78,550,28.03,416,21.2,685,34.91,311,15.85,86,4.38,225,11.47,2.57,23,1.99,1089,94.37,4,0.35,7,0.61,31,2.69,16,1.39,67,5.81,162,14.04,229,19.84,241,20.88,419,36.31,265,22.96,89,7.71,176,15.25,4.04,9343.99,7844.63,4614.02,0.252782805,0.250107288
Cuyahoga,1512,290,12.81,1863,82.29,3,0.13,101,4.46,7,0.31,18,0.8,140,6.18,318,14.05,458,20.23,681,30.08,754,33.3,371,16.38,75,3.31,296,13.07,3.94,118,5.73,1927,93.54,5,0.24,6,0.29,4,0.19,13,0.63,122,5.92,341,16.55,463,22.48,482,23.4,815,39.56,300,14.56,89,4.32,211,10.24,3.45,54,3.36,1526,94.26,1,0.07,3,0.19,34,2.12,14,0.87,88,5.41,209,12.93,297,18.35,366,22.59,659,40.71,297,18.35,114,7.05,183,11.3,4.45,7069.44,6432.44,5053.95,0.322797845,0.320251675
Cuyahoga,1513,631,27.26,1674,72.31,1,0.04,9,0.39,0,0,7,0.3,79,3.41,239,10.32,318,13.74,309,13.35,626,27.04,1062,45.87,210,9.07,852,36.8,6.28,697,29.56,1648,69.89,1,0.04,7,0.3,5,0.21,11,0.47,80,3.39,269,11.41,349,14.8,290,12.3,625,26.51,1094,46.39,193,8.18,901,38.21,5.76,512,23.95,1580,73.9,11,0.51,5,0.23,30,1.4,12,0.56,51,2.39,147,6.88,198,9.26,222,10.38,515,24.09,1203,56.26,219,10.24,984,46.02,9.8,4131.03,4207.76,3815.18,0.562087421,0.560392929
Cuyahoga,1514,103,3.14,3158,96.19,1,0.03,9,0.27,12,0.37,17,0.52,366,11.15,701,21.35,1067,32.5,942,28.69,946,28.82,328,9.99,114,3.47,214,6.52,2.08,88,3.63,2318,95.75,13,0.54,0,0,2,0.08,26,1.07,207,8.55,618,25.53,825,34.08,539,22.26,779,32.18,278,11.49,90,3.72,188,7.77,1.93,48,3.78,1187,93.46,4,0.31,2,0.16,29,2.28,18,1.42,90,7.09,219,17.24,309,24.33,271,21.34,438,34.49,252,19.84,79,6.22,173,13.62,3.11,13128.03,9681.07,5078.46,0.251370541,0.250075602
Cuyahoga,1515,94,3.36,2695,96.22,5,0.18,3,0.11,4,0.14,16,0.57,235,8.39,614,21.92,849,30.31,780,27.85,746,26.63,426,15.21,107,3.82,319,11.39,2.3,51,2.58,1918,96.87,9,0.45,1,0.05,1,0.05,22,1.11,141,7.12,474,23.94,615,31.06,391,19.75,595,30.05,379,19.14,102,5.15,277,13.99,2.22,47,3.65,1219,94.72,5,0.39,0,0,16,1.24,7,0.54,97,7.54,198,15.38,295,22.92,272,21.13,401,31.16,319,24.78,68,5.28,251,19.5,3.36,10953.89,7743.2,5033.08,0.257168914,0.255708246
Cuyahoga,1516,307,11.73,2225,84.99,6,0.23,67,2.56,13,0.5,23,0.88,239,9.13,439,16.77,678,25.9,986,37.66,740,28.27,214,8.17,65,2.48,149,5.69,2.86,206,9.05,2030,89.23,4,0.18,29,1.27,6,0.26,22,0.97,193,8.48,445,19.56,638,28.04,734,32.26,695,30.55,208,9.14,76,3.34,132,5.8,2.57,27,1.89,1326,93.65,5,0.35,15,1.06,43,3.05,43,3.05,123,8.72,178,12.55,301,21.26,407,28.73,491,34.71,216,15.3,69,4.9,147,10.4,3.7,7949.29,6907.81,4298.7,0.332230929,0.329337589
Cuyahoga,1517,73,2.52,2811,96.96,0,0,7,0.24,8,0.28,13,0.45,240,8.28,674,23.25,914,31.53,796,27.46,828,28.56,361,12.46,128,4.42,233,8.04,2.17,48,2,2333,97.21,4,0.17,9,0.38,6,0.25,13,0.54,156,6.5,621,25.88,777,32.38,479,19.96,759,31.63,385,16.05,75,3.13,310,12.92,2.09,34,2.45,1328,95.68,3,0.22,7,0.5,16,1.15,9,0.65,102,7.35,248,17.87,350,25.22,310,22.33,458,33,270,19.45,63,4.54,207,14.91,2.97,15224.01,12603.53,7289.04,0.191276806,0.190422891
Cuyahoga,1518,31,1.04,2950,98.56,3,0.1,3,0.1,6,0.2,28,0.94,247,8.25,621,20.75,868,29,733,24.49,781,26.09,611,20.42,207,6.92,404,13.5,2.45,22,0.92,2365,98.66,8,0.33,0,0,2,0.08,26,1.08,180,7.51,561,23.4,741,30.91,448,18.69,691,28.83,517,21.57,121,5.05,396,16.52,2.23,16,0.89,1753,97.99,1,0.06,0,0,19,1.06,12,0.67,109,6.09,337,18.84,446,24.93,347,19.4,621,34.71,375,20.96,108,6.04,267,14.92,3.01,13146.52,10528.64,7858.05,0.229794653,0.227664812
Cuyahoga,1521.01,2892,99.11,10,0.34,2,0.07,12,0.41,2,0.07,17,0.58,182,6.24,477,16.35,659,22.58,601,20.6,888,30.43,770,26.39,184,6.31,586,20.08,3.43,2792,97.45,57,1.99,1,0.03,12,0.42,3,0.1,25,0.87,178,6.21,517,18.05,695,24.26,461,16.09,1070,37.35,639,22.3,113,3.94,526,18.36,3.12,2079,84.79,313,12.77,3,0.12,19,0.77,38,1.55,36,1.47,130,5.3,425,17.33,555,22.63,386,15.74,940,38.34,571,23.29,177,7.22,394,16.07,3.42,7539.75,7402.8,6335.66,0.389270201,0.387015485
Cuyahoga,1521.02,5158,98.4,62,1.18,1,0.02,16,0.31,5,0.1,30,0.57,353,6.73,825,15.74,1178,22.47,1350,25.75,1363,26,1351,25.77,259,4.94,1092,20.83,3.45,4387,88.2,550,11.06,0,0,21,0.42,16,0.32,66,1.33,368,7.4,869,17.47,1237,24.87,1105,22.22,1663,33.43,969,19.48,166,3.34,803,16.14,3.02,2463,51.41,2139,44.65,5,0.1,21,0.44,163,3.4,107,2.23,294,6.14,1037,21.64,1331,27.78,955,19.93,1786,37.28,719,15,189,3.94,530,11.06,2.6,9580.25,9090.45,8756,0.550298792,0.547167349
